user,avg
63678,4.0
63681,4.0
63682,4.0
63684,3.0
63685,4.0
63687,4.0
63690,4.5
63691,4.0
63696,3.0
63700,1.0
63701,4.0
63702,4.29
63704,4.0
63707,4.0
63714,2.6
63716,4.0
63717,4.0
63718,4.0
63724,3.0
63725,4.0
63726,4.0
63727,3.0
63729,3.38
63731,3.33
63733,3.0
63743,4.0
63748,4.33
63752,4.0
63753,4.0
63758,3.4
63761,4.0
63762,4.0
63764,4.0
63766,2.91
63769,3.5
63777,4.0
63779,4.0
63787,2.33
63793,2.5
63810,3.62
63818,2.0
63823,5.0
63825,2.5
63851,4.0
63859,4.5
63865,3.0
63872,5.0
63875,3.75
63876,4.0
63878,4.0
63879,3.0
63883,2.33
63890,3.0
63898,3.75
63901,3.0
63905,4.0
63907,4.0
63912,4.0
63913,4.0
63915,3.0
63921,3.75
63934,4.0
63939,3.43
63941,4.0
63945,4.2
63946,3.0
63947,4.0
63957,4.0
63976,1.0
63986,3.5
63987,4.0
63989,5.0
63993,3.5
63996,2.0
63998,3.0
64003,5.0
64014,1.0
64026,3.67
64031,3.33
64035,4.0
64039,3.0
64043,4.0
64044,3.1
64047,3.0
64048,4.0
64056,4.0
64071,4.0
64073,5.0
64078,2.0
64084,4.5
64095,3.8
64097,3.0
64103,4.0
64104,4.0
64106,5.0
64107,3.0
64110,4.0
64119,3.5
64130,2.75
64147,3.17
64156,5.0
64164,3.57
64180,1.0
64199,2.5
64200,5.0
64204,3.5
64212,4.0
64213,3.0
64216,2.5
64217,4.57
64219,3.69
64225,4.5
64228,4.5
64237,4.0
64238,4.5
64244,1.0
64248,2.83
64253,3.0
64271,3.25
64275,4.0
64279,2.75
64281,4.0
64282,4.0
64287,1.0
64288,4.67
64297,1.0
64310,3.2
64311,3.0
64314,3.0
64315,1.0
64324,2.4
64330,3.0
64331,4.5
64338,4.0
64341,4.0
64354,3.75
64356,3.75
64357,3.0
64358,5.0
64359,2.67
64363,2.8
64366,4.0
64367,4.83
64369,5.0
64371,5.0
64373,3.0
64377,3.5
64378,4.14
64379,3.0
64383,3.2
64389,1.0
64391,5.0
64400,3.17
64402,2.0
64415,2.0
64424,3.4
64428,3.0
64434,5.0
64445,4.0
64450,1.0
64455,4.0
64457,4.33
64458,4.0
64464,2.5
64473,2.0
64475,4.0
64505,4.0
64509,3.67
64513,4.0
64519,3.0
64522,2.67
64533,3.4
64534,5.0
64535,3.0
64554,3.56
64555,2.5
64557,3.91
64563,3.5
64565,4.0
64577,4.2
64578,3.5
64595,1.0
64609,3.5
64610,1.0
64611,2.64
64612,2.0
64614,3.67
64615,3.89
64618,4.0
64627,5.0
64628,3.0
64632,1.0
64633,3.5
64636,4.0
64647,3.5
64660,3.5
64671,3.33
64677,4.0
64680,3.0
64681,3.5
64685,3.0
64686,3.71
64687,4.0
64695,5.0
64707,3.14
64711,2.0
64718,3.86
64721,3.0
64727,2.33
64730,1.0
64732,3.0
64740,3.5
64751,3.67
64753,4.0
64754,4.5
64756,3.67
64763,4.0
64764,4.0
64780,3.5
64784,3.0
64788,3.0
64800,4.0
64807,4.33
64809,3.0
64821,4.0
64832,3.0
64834,4.0
64836,2.6
64837,3.0
64840,4.0
64842,5.0
64843,3.61
64853,5.0
64855,2.5
64858,3.0
64866,3.89
64867,4.5
64868,5.0
64874,3.0
64879,4.0
64881,3.0
64882,3.55
64883,4.0
64885,2.79
64888,3.0
64890,3.5
64891,2.5
64893,2.17
64895,3.67
64908,4.3
64912,4.0
64916,4.0
64919,4.5
64920,4.75
64929,5.0
64948,4.0
64949,3.94
64951,3.5
64952,2.0
64955,2.0
64956,4.0
64972,3.67
64986,5.0
64992,3.0
64997,1.0
64999,5.0
65017,4.0
65033,3.0
65034,3.0
65038,4.0
65040,4.0
65041,4.0
65046,3.0
65050,3.0
65051,3.6
65053,2.75
65054,2.33
65066,4.0
65075,4.0
65085,4.33
65094,2.0
65096,3.5
65098,5.0
65100,5.0
65102,4.5
65103,5.0
65108,4.0
65111,3.0
65116,3.0
65126,3.29
65137,4.0
65142,2.0
65147,4.0
65152,4.0
65157,4.2
65177,3.5
65182,3.59
65199,3.0
65214,3.0
65216,4.0
65217,4.0
65218,3.4
65220,4.67
65230,2.0
65233,3.0
65235,4.0
65245,4.0
65248,3.0
65253,3.0
65261,3.11
65264,4.2
65266,4.2
65270,4.0
65272,5.0
65277,2.57
65279,3.5
65281,4.0
65286,4.0
65290,4.33
65291,2.0
65293,5.0
65295,2.65
65297,3.1
65299,2.0
65305,1.0
65317,4.06
65330,3.5
65334,5.0
65337,4.0
65338,5.0
65339,2.73
65343,3.88
65345,3.0
65346,5.0
65348,5.0
65354,2.33
65357,3.0
65360,3.67
65379,3.38
65384,4.0
65394,2.0
65397,3.67
65400,4.0
65401,3.38
65410,1.0
65413,3.83
65428,4.0
65442,3.5
65450,3.5
65465,4.0
65467,4.0
65471,3.0
65479,3.0
65486,3.5
65490,5.0
65493,5.0
65494,3.25
65510,3.33
65511,4.0
65517,4.0
65527,3.42
65533,4.0
65534,3.72
65536,4.0
65543,3.0
65544,3.8
65549,1.0
65558,3.6
65562,3.0
65567,3.0
65576,4.5
65577,5.0
65578,2.67
65579,5.0
65585,3.0
65594,3.67
65595,4.0
65599,4.0
65603,3.0
65609,5.0
65611,4.0
65617,5.0
65621,4.0
65624,3.33
65628,3.67
65635,3.5
65637,4.0
65641,5.0
65642,3.12
65643,4.25
65646,3.5
65652,1.0
65659,5.0
65665,4.0
65675,4.0
65679,5.0
65684,3.5
65685,3.33
65686,4.0
65687,2.58
65694,4.0
65702,4.0
65706,3.75
65718,3.18
65722,3.75
65729,4.0
65736,2.0
65740,5.0
65751,3.0
65754,3.0
65759,3.88
65765,4.0
65771,4.0
65775,4.6
65782,3.0
65783,5.0
65790,2.17
65791,4.0
65795,4.0
65810,5.0
65813,3.0
65820,4.0
65829,3.0
65831,2.25
65832,3.33
65836,4.0
65839,4.75
65841,4.0
65868,4.0
65874,4.25
65876,4.0
65878,4.0
65889,4.0
65893,4.33
65899,3.0
65901,3.5
65903,5.0
65912,4.0
65914,4.25
65927,4.0
65932,5.0
65935,3.0
65940,2.67
65952,1.0
65964,2.0
65972,5.0
65974,3.0
65975,4.0
65976,3.0
65979,4.0
65989,3.33
65995,3.83
66001,5.0
66011,3.2
66018,3.0
66030,5.0
66033,3.0
66034,5.0
66037,3.0
66044,5.0
66045,3.0
66047,3.5
66049,3.96
66053,5.0
66063,3.5
66065,4.0
66068,3.0
66071,2.5
66072,4.0
66083,3.33
66084,4.0
66099,4.0
66106,3.0
66109,5.0
66118,4.0
66121,3.5
66128,3.45
66129,2.0
66135,3.0
66141,3.0
66142,3.33
66143,2.89
66144,2.0
66157,3.0
66166,3.0
66174,3.55
66178,4.0
66179,3.5
66184,4.0
66196,4.0
66202,3.33
66203,4.0
66209,4.2
66211,3.08
66213,4.25
66220,3.75
66222,3.0
66226,3.14
66229,3.0
66247,4.0
66249,2.0
66257,3.25
66259,2.6
66268,1.0
66288,3.5
66290,4.0
66293,3.0
66298,3.75
66299,3.5
66302,4.0
66304,3.0
66305,2.93
66317,4.0
66320,3.71
66328,2.33
66332,3.0
66335,3.0
66338,3.2
66344,5.0
66347,3.0
66350,4.5
66354,5.0
66356,4.75
66359,5.0
66360,3.5
66367,3.25
66368,2.0
66377,3.5
66379,3.0
66381,2.0
66383,4.0
66388,5.0
66391,4.0
66392,5.0
66393,3.5
66402,4.0
66415,3.5
66420,3.0
66423,4.12
66425,2.0
66437,3.67
66438,3.0
66450,4.5
66457,3.0
66458,4.5
66462,3.0
66463,3.0
66468,4.0
66471,2.91
66473,3.4
66478,1.0
66484,4.6
66490,3.33
66495,5.0
66502,4.5
66509,5.0
66511,3.0
66513,4.6
66515,3.5
66517,3.57
66520,5.0
66523,4.33
66532,3.17
66534,4.0
66540,3.0
66547,3.25
66551,5.0
66552,3.0
66557,3.0
66568,3.8
66572,3.0
66573,4.0
66576,3.43
66578,3.0
66580,5.0
66588,2.67
66589,4.0
66591,4.14
66592,4.0
66600,2.5
66601,3.8
66613,3.1
66615,3.25
66616,3.0
66618,3.0
66623,3.33
66624,3.75
66625,2.8
66634,3.5
66637,2.67
66645,2.0
66653,5.0
66661,2.0
66663,5.0
66664,1.0
66667,4.0
66677,3.0
66688,3.86
66690,4.12
66695,3.0
66700,5.0
66706,3.5
66710,4.0
66715,5.0
66719,3.0
66722,2.0
66724,3.25
66725,3.0
66728,1.0
66732,3.5
66733,3.5
66736,3.43
66739,4.0
66741,4.2
66742,3.0
66743,4.0
66756,5.0
66760,3.5
66761,2.33
66763,3.49
66773,2.11
66774,2.25
66775,4.0
66807,3.0
66811,3.0
66812,4.0
66813,3.33
66815,3.8
66818,3.25
66822,3.0
66828,3.0
66830,4.0
66833,4.0
66835,4.5
66837,2.95
66843,4.0
66846,4.0
66850,4.0
66851,5.0
66853,3.5
66858,4.5
66861,3.0
66864,4.5
66865,4.0
66871,5.0
66872,4.0
66876,2.0
66879,2.0
66882,4.0
66884,3.71
66886,3.4
66888,3.5
66898,3.07
66899,2.8
66900,5.0
66902,5.0
66906,5.0
66908,1.0
66911,4.0
66922,4.0
66928,3.14
66930,4.5
66931,2.0
66932,3.38
66937,5.0
66950,4.0
66951,4.0
66953,3.5
66962,4.33
66965,2.4
66971,3.33
66977,4.25
66979,4.0
66980,3.0
66994,2.5
66995,3.0
67006,5.0
67020,4.0
67022,3.73
67023,5.0
67036,3.6
67044,4.0
67047,4.0
67051,3.0
67066,3.0
67068,3.25
67069,3.0
67073,4.75
67075,2.59
67078,4.5
67079,4.5
67081,2.0
67083,4.5
67086,4.0
67088,3.25
67090,3.0
67091,4.0
67093,3.67
67099,2.0
67101,5.0
67107,2.0
67108,3.6
67114,1.0
67115,3.5
67125,4.0
67129,4.0
67132,2.0
67143,2.0
67144,3.0
67145,3.67
67154,3.0
67162,5.0
67163,3.0
67168,4.0
67177,3.0
67181,3.67
67186,3.0
67188,3.33
67197,2.33
67204,5.0
67208,3.5
67214,4.0
67224,3.59
67226,2.67
67230,4.0
67231,3.67
67232,4.0
67240,3.5
67246,4.6
67248,3.0
67250,3.5
67251,2.33
67252,3.0
67253,3.0
67254,3.33
67255,4.0
67258,4.0
67260,4.0
67263,3.5
67268,4.0
67272,3.0
67284,5.0
67286,4.75
67289,4.67
67297,2.0
67304,2.0
67320,1.0
67322,1.0
67327,4.0
67329,3.5
67334,3.0
67336,3.0
67337,5.0
67341,3.0
67344,3.0
67346,2.5
67353,4.0
67363,3.0
67365,4.0
67377,1.0
67383,5.0
67385,3.0
67387,3.86
67391,2.0
67392,4.0
67408,3.0
67411,5.0
67419,3.0
67424,3.5
67426,3.67
67432,3.0
67434,4.0
67435,1.0
67444,4.0
67447,4.33
67452,3.33
67457,1.0
67459,5.0
67465,5.0
67473,3.67
67476,3.0
67500,1.0
67512,3.5
67519,4.0
67525,4.0
67526,3.0
67527,3.21
67530,2.0
67533,3.0
67541,4.0
67542,3.5
67544,3.69
67551,3.75
67563,4.0
67565,1.67
67569,3.61
67574,4.0
67581,4.0
67589,3.5
67600,4.0
67601,3.0
67604,3.6
67619,4.0
67623,3.5
67624,4.25
67625,3.67
67629,4.0
67652,3.5
67653,3.5
67654,1.0
67655,3.4
67664,3.5
67667,2.0
67673,3.25
67676,3.5
67677,4.5
67679,5.0
67683,2.75
67687,4.0
67692,4.0
67707,3.0
67709,2.92
67710,4.0
67714,3.0
67716,3.0
67719,3.0
67736,3.4
67743,3.43
67745,3.8
67746,3.6
67747,4.0
67752,5.0
67754,3.0
67757,4.0
67767,2.67
67770,3.0
67775,2.0
67778,3.0
67780,4.0
67781,1.0
67789,3.33
67793,3.86
67800,4.0
67811,4.0
67821,3.5
67822,4.0
67832,2.83
67835,3.5
67854,4.0
67857,4.0
67862,3.0
67865,4.0
67874,2.57
67875,2.0
67881,3.56
67883,2.0
67885,3.83
67892,3.0
67905,3.0
67909,4.14
67910,2.88
67911,3.25
67912,3.0
67917,4.5
67926,4.0
67943,2.0
67946,2.0
67947,3.57
67948,3.0
67961,3.05
67963,3.0
67966,3.5
67968,2.0
67971,3.67
67974,4.0
67981,4.5
67984,5.0
67993,2.0
67995,3.0
67996,3.37
67999,4.0
68000,2.83
68003,5.0
68006,5.0
68009,3.0
68026,3.7
68027,3.0
68029,3.0
68032,2.0
68036,4.0
68037,3.0
68047,5.0
68051,4.0
68061,5.0
68064,4.0
68071,3.0
68072,4.0
68073,3.8
68074,3.0
68075,2.0
68081,3.5
68086,3.5
68094,3.0
68099,4.33
68105,2.0
68106,3.89
68116,5.0
68126,4.0
68127,3.67
68130,4.0
68132,3.56
68145,4.0
68154,3.5
68158,4.33
68160,5.0
68161,2.29
68164,3.0
68165,4.0
68166,4.0
68167,3.44
68168,3.0
68173,3.33
68174,3.25
68179,4.33
68184,4.0
68189,3.88
68206,4.0
68208,3.0
68210,5.0
68212,3.8
68214,3.7
68215,2.86
68222,4.0
68228,4.0
68232,5.0
68238,1.0
68252,3.0
68257,2.4
68260,3.82
68262,4.0
68278,3.0
68286,4.0
68287,4.0
68289,2.75
68290,4.0
68292,3.0
68295,4.0
68298,5.0
68319,3.0
68321,4.0
68330,4.0
68332,3.33
68335,4.67
68336,4.0
68340,5.0
68345,4.0
68348,4.0
68352,3.0
68357,3.0
68371,3.5
68377,4.5
68391,3.67
68395,3.0
68399,4.0
68413,5.0
68414,4.0
68415,3.5
68419,3.5
68422,5.0
68426,4.0
68442,3.0
68445,2.67
68447,4.0
68448,4.0
68449,2.67
68451,3.5
68461,4.0
68464,3.0
68465,4.0
68467,4.0
68469,4.67
68472,3.67
68481,3.0
68488,4.0
68490,3.8
68495,4.5
68497,3.43
68501,3.69
68502,3.0
68505,5.0
68507,3.59
68533,4.0
68534,3.5
68539,4.0
68551,5.0
68555,4.33
68557,2.33
68564,2.2
68568,2.0
68573,4.0
68575,2.87
68581,3.6
68582,3.5
68587,3.5
68601,3.5
68605,4.33
68627,4.44
68638,4.33
68647,5.0
68653,3.33
68654,1.0
68667,3.25
68669,2.0
68671,5.0
68674,3.0
68678,4.5
68681,2.67
68683,4.0
68684,2.0
68685,4.0
68687,2.75
68699,3.5
68710,3.61
68744,3.2
68747,4.0
68757,3.5
68765,2.5
68771,5.0
68772,2.67
68774,3.0
68788,3.2
68790,2.0
68792,3.8
68795,4.0
68814,4.4
68815,4.0
68818,3.94
68820,3.0
68821,4.75
68832,3.0
68848,4.0
68856,3.0
68857,3.5
68860,3.5
68863,4.0
68866,2.0
68872,4.0
68882,3.8
68887,3.6
68888,3.0
68890,5.0
68892,3.44
68903,4.0
68904,4.0
68906,4.0
68918,3.75
68919,4.0
68922,4.67
68927,1.0
68928,2.83
68930,5.0
68951,4.0
68954,3.5
68955,2.67
68956,3.0
68961,3.46
68963,4.0
68965,4.0
68969,4.5
68973,3.5
68985,3.06
68988,4.0
68999,3.0
69001,4.0
69012,3.0
69021,3.62
69024,4.17
69027,4.0
69030,3.5
69036,3.0
69038,3.0
69039,4.5
69042,3.0
69043,3.8
69046,3.5
69054,3.75
69056,2.5
69059,3.5
69063,1.5
69064,3.58
69065,2.67
69066,4.0
69068,3.5
69076,3.67
69077,3.0
69078,5.0
69085,2.0
69104,4.0
69105,2.5
69114,3.0
69117,3.43
69126,2.67
69128,3.14
69131,3.67
69132,4.0
69137,4.0
69145,2.0
69152,3.0
69170,3.67
69179,3.0
69182,4.0
69183,4.5
69192,3.0
69194,3.5
69204,3.4
69212,3.22
69222,3.0
69223,3.0
69224,4.0
69228,4.0
69230,2.0
69236,3.1
69237,1.0
69239,4.0
69248,3.0
69250,2.5
69251,2.5
69261,3.4
69266,4.0
69268,2.88
69269,2.5
69277,3.0
69286,3.2
69288,4.0
69289,3.0
69299,2.25
69301,3.0
69305,2.5
69308,3.0
69309,3.62
69339,4.0
69343,4.25
69349,4.4
69357,3.5
69367,1.0
69368,3.0
69375,3.0
69376,4.0
69377,3.5
69380,2.67
69382,3.0
69383,4.0
69384,4.5
69409,4.0
69413,4.0
69418,2.0
69420,3.25
69422,4.0
69426,4.06
69434,4.0
69439,4.5
69440,3.67
69443,3.25
69451,3.2
69460,4.33
69461,5.0
69466,2.0
69473,3.94
69480,2.0
69482,2.89
69483,3.62
69488,3.5
69492,4.0
69500,4.0
69504,2.0
69513,3.5
69516,3.0
69526,2.0
69533,5.0
69537,3.0
69542,3.67
69580,2.75
69582,2.89
69593,4.0
69599,4.67
69602,5.0
69603,4.33
69612,4.33
69613,3.4
69630,3.33
69631,4.0
69632,4.5
69634,2.5
69635,4.0
69636,1.0
69642,3.67
69644,5.0
69646,3.6
69647,3.17
69648,3.0
69655,3.0
69662,3.38
69666,1.0
69669,3.25
69671,4.0
69677,4.33
69678,3.83
69679,2.0
69688,3.0
69690,4.0
69700,4.0
69703,3.0
69707,3.0
69708,3.5
69718,3.0
69724,1.0
69726,4.0
69730,3.0
69741,1.0
69761,4.5
69767,3.5
69768,3.67
69773,4.0
69781,3.0
69786,3.25
69787,5.0
69791,2.4
69803,3.0
69807,3.67
69848,3.0
69851,3.0
69862,4.0
69863,5.0
69865,4.0
69872,3.0
69874,4.0
69879,3.67
69885,3.67
69887,3.67
69892,3.75
69896,3.71
69900,2.0
69912,3.17
69914,2.67
69926,4.0
69930,3.0
69934,3.13
69935,5.0
69943,1.0
69952,3.5
69953,3.33
69958,3.0
69963,3.25
69977,3.75
69982,4.0
69983,2.0
69985,3.0
69988,3.0
69999,4.5
70006,4.0
70007,3.67
70025,2.81
70026,3.0
70036,3.0
70040,4.0
70043,4.0
70046,4.6
70051,4.0
70052,3.14
70056,4.0
70059,5.0
70061,3.33
70075,4.0
70080,3.5
70085,1.0
70097,4.0
70101,4.0
70115,5.0
70116,4.0
70118,4.2
70119,4.5
70123,2.5
70126,3.0
70132,5.0
70134,4.5
70135,3.83
70136,4.0
70141,2.54
70142,4.0
70143,3.5
70149,4.0
70160,4.0
70165,3.5
70171,4.0
70178,3.47
70183,4.0
70184,2.0
70186,4.0
70192,5.0
70201,3.15
70205,4.0
70211,2.0
70212,2.0
70217,2.5
70228,3.8
70230,3.5
70231,3.5
70235,5.0
70236,4.0
70241,2.33
70243,3.65
70246,4.0
70247,4.33
70272,5.0
70274,3.62
70276,2.0
70277,3.2
70282,3.94
70290,3.0
70293,4.0
70295,3.5
70303,2.83
70306,3.0
70307,3.5
70308,1.0
70312,4.0
70317,1.0
70325,3.5
70332,3.8
70340,2.89
70342,3.52
70349,3.67
70356,4.33
70362,5.0
70376,3.0
70377,4.0
70380,4.0
70396,4.0
70399,3.0
70405,3.5
70416,5.0
70418,3.0
70429,4.0
70431,3.42
70432,3.0
70439,2.5
70441,4.5
70444,5.0
70448,4.0
70451,3.0
70456,1.5
70458,3.4
70460,3.5
70464,3.5
70466,4.67
70467,1.0
70473,4.0
70483,5.0
70490,4.12
70492,5.0
70508,4.56
70509,3.94
70511,4.0
70526,2.0
70527,4.33
70531,3.67
70533,3.0
70539,3.5
70541,5.0
70546,3.33
70548,5.0
70550,3.88
70551,4.33
70562,2.67
70569,2.5
70570,3.71
70576,3.0
70580,3.5
70590,3.0
70593,4.0
70603,3.0
70614,3.0
70618,4.0
70620,4.33
70627,3.67
70635,3.12
70636,3.38
70639,5.0
70641,3.17
70657,3.0
70658,3.0
70661,5.0
70663,4.29
70667,3.0
70669,3.33
70681,3.0
70685,4.0
70701,2.43
70723,3.5
70726,2.5
70729,4.0
70733,4.25
70736,4.09
70742,3.0
70745,2.0
70754,3.67
70756,3.57
70764,3.0
70765,3.0
70770,3.83
70774,5.0
70783,5.0
70788,5.0
70789,1.25
70798,4.0
70801,2.0
70812,2.0
70816,3.53
70818,5.0
70825,3.0
70829,3.0
70837,2.92
70840,4.0
70841,2.5
70844,2.5
70845,3.33
70850,2.75
70854,3.22
70858,1.0
70859,2.0
70860,4.33
70865,2.6
70875,4.0
70882,3.0
70888,3.0
70890,4.0
70892,3.25
70893,5.0
70902,4.33
70905,3.0
70911,3.0
70916,3.0
70919,4.0
70922,3.0
70929,3.4
70937,4.0
70943,3.0
70946,3.5
70947,4.0
70956,5.0
70964,3.23
70966,4.0
70970,2.0
70971,4.0
70972,5.0
70976,4.5
70983,4.0
70994,4.0
70996,3.0
71001,3.0
71006,4.5
71016,3.83
71020,3.5
71023,5.0
71040,5.0
71042,5.0
71050,5.0
71059,3.0
71061,4.67
71063,4.0
71068,2.0
71073,3.5
71082,2.5
71083,3.0
71088,3.29
71090,5.0
71091,4.0
71099,3.0
71101,3.67
71105,3.5
71115,3.0
71116,2.67
71134,3.67
71135,4.0
71137,3.0
71138,3.44
71147,1.67
71153,4.0
71156,3.0
71158,3.0
71166,3.0
71188,3.43
71190,3.17
71194,4.0
71195,3.17
71196,4.0
71208,3.0
71224,5.0
71229,3.75
71234,3.0
71236,2.85
71241,5.0
71248,4.17
71250,4.0
71257,4.0
71260,3.5
71263,3.5
71275,3.67
71277,3.0
71280,4.0
71293,4.0
71295,4.0
71299,3.0
71300,3.88
71305,4.0
71311,4.0
71315,3.52
71320,3.67
71325,4.57
71334,4.5
71338,3.0
71339,4.5
71341,4.2
71342,3.56
71351,4.0
71353,3.0
71357,3.5
71358,4.0
71362,4.67
71367,2.0
71368,3.25
71373,4.0
71381,5.0
71385,1.0
71405,2.6
71415,3.5
71421,4.0
71431,3.4
71452,1.0
71455,3.5
71457,4.33
71458,3.2
71468,3.0
71471,4.0
71486,3.0
71488,3.0
71489,4.0
71511,3.0
71526,3.94
71527,4.0
71534,4.5
71538,3.0
71540,4.5
71552,3.25
71563,2.0
71570,2.33
71573,5.0
71577,4.0
71581,3.33
71586,3.8
71591,5.0
71593,3.0
71596,5.0
71598,4.0
71599,3.5
71602,5.0
71607,1.0
71609,3.0
71611,4.0
71612,4.0
71613,4.0
71615,4.0
71616,4.0
71629,4.0
71631,3.5
71639,4.0
71646,3.25
71650,3.0
71655,3.0
71661,4.0
71662,4.0
71663,4.0
71666,3.33
71671,3.2
71673,3.0
71674,3.0
71677,5.0
71693,3.0
71695,3.0
71696,3.75
71700,3.0
71713,3.0
71716,2.67
71721,4.0
71722,4.0
71723,4.0
71728,3.0
71729,4.0
71730,5.0
71732,3.0
71743,3.33
71747,3.0
71748,2.5
71751,3.0
71759,4.0
71765,3.5
71770,4.0
71782,2.5
71788,4.0
71794,3.0
71799,4.5
71801,3.5
71804,3.5
71822,3.17
71832,4.0
71838,3.17
71848,3.0
71852,4.0
71853,3.0
71857,3.67
71871,4.5
71875,5.0
71876,2.75
71898,3.0
71899,3.0
71904,3.0
71905,4.0
71908,3.8
71915,3.25
71916,4.0
71921,1.0
71928,3.35
71932,3.4
71933,3.0
71936,4.67
71940,3.0
71941,4.0
71945,4.0
71954,4.0
71955,4.0
71956,4.33
71961,3.56
71964,4.0
71968,4.0
71970,2.82
71977,4.0
71978,5.0
71979,3.67
71983,4.0
71988,4.0
71995,3.47
72010,5.0
72013,3.0
72024,4.4
72031,5.0
72033,1.0
72034,3.0
72036,3.2
72039,4.0
72071,4.0
72073,3.7
72078,4.0
72080,4.0
72086,4.0
72090,4.0
72099,3.5
72102,4.09
72111,4.0
72119,4.0
72123,4.0
72130,5.0
72135,3.0
72139,4.0
72141,4.0
72151,3.33
72153,3.0
72156,4.0
72157,3.67
72161,3.5
72166,4.0
72177,3.0
72178,5.0
72179,3.5
72182,3.0
72183,4.0
72190,4.0
72217,5.0
72221,1.67
72222,3.0
72234,3.0
72245,4.0
72253,4.5
72255,5.0
72256,3.5
72261,3.0
72263,3.0
72266,2.61
72270,5.0
72271,4.0
72272,2.0
72276,3.56
72281,3.5
72283,3.67
72289,4.0
72294,3.5
72295,3.0
72307,3.5
72315,3.67
72320,4.5
72321,3.5
72324,3.4
72328,2.67
72335,3.0
72336,4.0
72344,3.0
72346,5.0
72353,4.0
72358,2.67
72365,4.2
72372,3.0
72373,3.0
72391,4.33
72411,5.0
72420,4.33
72422,4.0
72425,3.0
72426,3.67
72428,3.5
72430,5.0
72433,3.17
72435,4.0
72437,4.0
72443,4.0
72452,3.78
72468,3.75
72471,3.0
72478,2.67
72483,4.0
72484,3.0
72486,5.0
72489,2.0
72490,5.0
72493,4.5
72500,4.0
72504,4.0
72508,3.83
72515,2.0
72517,3.08
72525,2.33
72528,3.75
72538,3.0
72541,3.0
72558,3.09
72570,4.0
72572,4.2
72574,3.0
72584,4.0
72588,3.0
72590,5.0
72594,3.5
72597,3.5
72598,3.29
72604,3.6
72607,4.0
72615,5.0
72629,3.5
72632,1.5
72638,4.0
72639,3.0
72644,4.33
72654,4.5
72664,4.0
72665,3.64
72680,4.33
72684,3.86
72695,3.5
72698,3.0
72700,4.0
72701,4.0
72707,2.33
72715,2.91
72721,3.5
72723,4.0
72724,4.33
72726,2.0
72729,2.0
72731,2.0
72732,3.0
72736,4.5
72748,2.5
72752,4.0
72756,3.0
72773,3.33
72776,3.0
72777,3.5
72778,3.0
72780,3.6
72781,3.0
72791,5.0
72792,3.0
72808,3.5
72818,3.0
72823,1.0
72831,4.5
72837,2.75
72839,3.71
72847,4.0
72851,3.29
72853,4.0
72858,3.5
72860,5.0
72863,3.71
72864,3.0
72866,4.0
72873,3.57
72876,3.0
72877,3.0
72878,3.0
72879,3.0
72885,4.0
72891,3.0
72900,4.0
72902,4.0
72908,3.0
72920,2.5
72926,5.0
72927,3.0
72939,2.0
72942,4.0
72943,5.0
72945,2.0
72947,3.2
72949,4.17
72961,3.0
72963,4.0
72966,4.0
72974,3.5
72984,3.75
72985,3.88
72990,3.4
72992,3.9
73000,4.0
73002,5.0
73004,3.57
73007,2.83
73012,5.0
73013,2.5
73015,4.5
73021,4.5
73023,4.0
73035,2.5
73036,3.0
73040,2.0
73042,3.75
73049,4.0
73054,3.0
73064,2.5
73068,3.75
73074,3.23
73075,4.0
73081,4.5
73097,4.0
73099,4.67
73110,2.0
73113,4.0
73118,3.0
73130,3.0
73132,3.5
73134,3.0
73139,2.5
73140,3.4
73141,3.0
73145,5.0
73146,3.0
73150,2.5
73152,3.0
73160,4.0
73163,4.5
73168,3.5
73175,3.33
73176,4.0
73193,3.67
73194,3.0
73202,3.0
73203,1.0
73204,3.0
73210,3.0
73213,3.23
73216,2.89
73220,2.23
73221,5.0
73225,4.0
73226,5.0
73231,3.71
73234,3.2
73237,4.0
73239,3.5
73242,3.33
73246,3.44
73249,3.0
73251,3.0
73261,3.0
73264,4.0
73266,3.0
73271,3.0
73272,3.75
73277,4.5
73278,4.0
73287,4.0
73288,3.0
73297,3.0
73299,2.0
73300,2.5
73310,4.5
73319,3.33
73328,5.0
73330,2.67
73346,2.5
73347,3.0
73353,2.0
73356,3.33
73357,5.0
73358,3.5
73361,2.5
73370,3.33
73371,1.0
73373,3.79
73378,4.0
73382,4.67
73386,5.0
73387,3.0
73389,4.0
73392,5.0
73393,2.82
73397,4.0
73415,4.0
73422,3.71
73424,3.33
73426,3.0
73427,1.5
73428,4.0
73435,4.0
73436,3.0
73438,3.0
73443,3.0
73446,4.0
73452,3.0
73453,3.0
73455,4.5
73458,4.0
73463,2.84
73466,3.33
73467,4.0
73478,3.45
73486,3.5
73488,2.0
73493,3.0
73501,4.2
73506,3.0
73507,2.5
73514,4.0
73515,3.0
73523,3.6
73525,4.0
73527,4.0
73532,4.0
73540,5.0
73552,4.0
73554,5.0
73559,2.5
73564,2.0
73576,3.0
73577,3.4
73581,3.0
73582,1.0
73590,3.5
73592,2.0
73593,3.5
73594,4.0
73595,4.0
73597,5.0
73607,2.43
73613,4.0
73615,4.0
73616,2.0
73621,4.0
73623,2.67
73625,3.0
73626,3.0
73628,1.0
73636,4.0
73639,4.5
73641,3.5
73648,4.0
73650,5.0
73664,1.0
73666,4.0
73671,3.9
73673,5.0
